"Electricity statistics by Region, Technology, Data Type and Year"

"Region","Technology","Data Type","Year",Electricity statistics
"Eurasia","Fossil fuels","Electricity Installed Capacity (MW)","2009",190783.10
"Eurasia","Fossil fuels","Electricity Installed Capacity (MW)","2010",191310.10
"Eurasia","Fossil fuels","Electricity Installed Capacity (MW)","2011",192907.00
"Eurasia","Fossil fuels","Electricity Installed Capacity (MW)","2012",201176.00
"Eurasia","Fossil fuels","Electricity Installed Capacity (MW)","2013",211841.00
"Eurasia","Fossil fuels","Electricity Installed Capacity (MW)","2014",209239.00
"Eurasia","Fossil fuels","Electricity Installed Capacity (MW)","2015",211164.00
"Eurasia","Fossil fuels","Electricity Installed Capacity (MW)","2016",213627.00
"Eurasia","Fossil fuels","Electricity Installed Capacity (MW)","2017",221841.51
"Eurasia","Fossil fuels","Electricity Installed Capacity (MW)","2018",222604.56
"Eurasia","Fossil fuels","Electricity Installed Capacity (MW)","2019",222292.35
"Eurasia","Fossil fuels","Electricity Installed Capacity (MW)","2020",221006.62
"Eurasia","Fossil fuels","Electricity Installed Capacity (MW)","2021",221080.20
"Eurasia","Fossil fuels","Electricity Installed Capacity (MW)","2022",222347.09
"Eurasia","Fossil fuels","Electricity Installed Capacity (MW)","2023",224014.79
"Eurasia","Fossil fuels","Electricity Installed Capacity (MW)","2024",221347.19
"Eurasia","Fossil fuels","Electricity Generation (GWh)","2000",735059.75
"Eurasia","Fossil fuels","Electricity Generation (GWh)","2001",734817.63
"Eurasia","Fossil fuels","Electricity Generation (GWh)","2002",738610.56
"Eurasia","Fossil fuels","Electricity Generation (GWh)","2003",767121.76
"Eurasia","Fossil fuels","Electricity Generation (GWh)","2004",767011.36
"Eurasia","Fossil fuels","Electricity Generation (GWh)","2005",807608.92
"Eurasia","Fossil fuels","Electricity Generation (GWh)","2006",854094.98
"Eurasia","Fossil fuels","Electricity Generation (GWh)","2007",888064.36
"Eurasia","Fossil fuels","Electricity Generation (GWh)","2008",935722.87
"Eurasia","Fossil fuels","Electricity Generation (GWh)","2009",865717.83
"Eurasia","Fossil fuels","Electricity Generation (GWh)","2010",910505.52
"Eurasia","Fossil fuels","Electricity Generation (GWh)","2011",946241.12
"Eurasia","Fossil fuels","Electricity Generation (GWh)","2012",971741.05
"Eurasia","Fossil fuels","Electricity Generation (GWh)","2013",948852.73
"Eurasia","Fossil fuels","Electricity Generation (GWh)","2014",925399.79
"Eurasia","Fossil fuels","Electricity Generation (GWh)","2015",899046.43
"Eurasia","Fossil fuels","Electricity Generation (GWh)","2016",908685.72
"Eurasia","Fossil fuels","Electricity Generation (GWh)","2017",930596.70
"Eurasia","Fossil fuels","Electricity Generation (GWh)","2018",867941.71
"Eurasia","Fossil fuels","Electricity Generation (GWh)","2019",826977.01
"Eurasia","Fossil fuels","Electricity Generation (GWh)","2020",782170.97
"Eurasia","Fossil fuels","Electricity Generation (GWh)","2021",812213.41
"Eurasia","Fossil fuels","Electricity Generation (GWh)","2022",952552.76
"Eurasia","Fossil fuels","Electricity Generation (GWh)","2023",939002.53
"Eurasia","Fossil fuels","Electricity Generation (GWh)","2024",-
"Eurasia","Nuclear","Electricity Installed Capacity (MW)","2000",22137.50
"Eurasia","Nuclear","Electricity Installed Capacity (MW)","2001",23149.50
"Eurasia","Nuclear","Electricity Installed Capacity (MW)","2002",23149.50
"Eurasia","Nuclear","Electricity Installed Capacity (MW)","2003",23149.50
"Eurasia","Nuclear","Electricity Installed Capacity (MW)","2004",23149.50
"Eurasia","Nuclear","Electricity Installed Capacity (MW)","2005",23649.50
"Eurasia","Nuclear","Electricity Installed Capacity (MW)","2006",24149.50
"Eurasia","Nuclear","Electricity Installed Capacity (MW)","2007",24149.50
"Eurasia","Nuclear","Electricity Installed Capacity (MW)","2008",23711.50
"Eurasia","Nuclear","Electricity Installed Capacity (MW)","2009",24707.50
"Eurasia","Nuclear","Electricity Installed Capacity (MW)","2010",24707.50
"Eurasia","Nuclear","Electricity Installed Capacity (MW)","2011",24707.50
"Eurasia","Nuclear","Electricity Installed Capacity (MW)","2012",25711.50
"Eurasia","Nuclear","Electricity Installed Capacity (MW)","2013",25711.50
"Eurasia","Nuclear","Electricity Installed Capacity (MW)","2014",26743.50
"Eurasia","Nuclear","Electricity Installed Capacity (MW)","2015",27553.50
"Eurasia","Nuclear","Electricity Installed Capacity (MW)","2016",28336.50
"Eurasia","Nuclear","Electricity Installed Capacity (MW)","2017",28369.50
"Eurasia","Nuclear","Electricity Installed Capacity (MW)","2018",28369.50
"Eurasia","Nuclear","Electricity Installed Capacity (MW)","2019",28369.50
"Eurasia","Nuclear","Electricity Installed Capacity (MW)","2020",28369.50
"Eurasia","Nuclear","Electricity Installed Capacity (MW)","2021",28410.20
"Eurasia","Nuclear","Electricity Installed Capacity (MW)","2022",28398.20
"Eurasia","Nuclear","Electricity Installed Capacity (MW)","2023",28468.20
"Eurasia","Nuclear","Electricity Installed Capacity (MW)","2024",28362.00
"Eurasia","Nuclear","Electricity Generation (GWh)","2000",132720.40
"Eurasia","Nuclear","Electricity Generation (GWh)","2001",138921.70
"Eurasia","Nuclear","Electricity Generation (GWh)","2002",143911.20
"Eurasia","Nuclear","Electricity Generation (GWh)","2003",152339.50
"Eurasia","Nuclear","Electricity Generation (GWh)","2004",147109.80
"Eurasia","Nuclear","Electricity Generation (GWh)","2005",152162.30
"Eurasia","Nuclear","Electricity Generation (GWh)","2006",159076.30
"Eurasia","Nuclear","Electricity Generation (GWh)","2007",162592.40
"Eurasia","Nuclear","Electricity Generation (GWh)","2008",165546.60
"Eurasia","Nuclear","Electricity Generation (GWh)","2009",166077.70
"Eurasia","Nuclear","Electricity Generation (GWh)","2010",172905.00
"Eurasia","Nuclear","Electricity Generation (GWh)","2011",175489.10
"Eurasia","Nuclear","Electricity Generation (GWh)","2012",179856.00
"Eurasia","Nuclear","Electricity Generation (GWh)","2013",174867.70
"Eurasia","Nuclear","Electricity Generation (GWh)","2014",183221.80
"Eurasia","Nuclear","Electricity Generation (GWh)","2015",198257.70
"Eurasia","Nuclear","Electricity Generation (GWh)","2016",198994.50
"Eurasia","Nuclear","Electricity Generation (GWh)","2017",205762.68
"Eurasia","Nuclear","Electricity Generation (GWh)","2018",206645.24
"Eurasia","Nuclear","Electricity Generation (GWh)","2019",211181.98
"Eurasia","Nuclear","Electricity Generation (GWh)","2020",218710.71
"Eurasia","Nuclear","Electricity Generation (GWh)","2021",223998.40
"Eurasia","Nuclear","Electricity Generation (GWh)","2022",225939.90
"Eurasia","Nuclear","Electricity Generation (GWh)","2023",219709.20
"Eurasia","Nuclear","Electricity Generation (GWh)","2024",-
"Eurasia","Other non-renewable energy","Electricity Installed Capacity (MW)","2000",19.00
"Eurasia","Other non-renewable energy","Electricity Installed Capacity (MW)","2001",19.00
"Eurasia","Other non-renewable energy","Electricity Installed Capacity (MW)","2002",19.00
"Eurasia","Other non-renewable energy","Electricity Installed Capacity (MW)","2003",19.00
"Eurasia","Other non-renewable energy","Electricity Installed Capacity (MW)","2004",19.00
"Eurasia","Other non-renewable energy","Electricity Installed Capacity (MW)","2005",27.00
"Eurasia","Other non-renewable energy","Electricity Installed Capacity (MW)","2006",27.00
"Eurasia","Other non-renewable energy","Electricity Installed Capacity (MW)","2007",27.00
"Eurasia","Other non-renewable energy","Electricity Installed Capacity (MW)","2008",27.00
"Eurasia","Other non-renewable energy","Electricity Installed Capacity (MW)","2009",27.00
"Eurasia","Other non-renewable energy","Electricity Installed Capacity (MW)","2010",27.00
"Eurasia","Other non-renewable energy","Electricity Installed Capacity (MW)","2011",27.00
"Eurasia","Other non-renewable energy","Electricity Installed Capacity (MW)","2012",28.00
"Eurasia","Other non-renewable energy","Electricity Installed Capacity (MW)","2013",64.00
"Eurasia","Other non-renewable energy","Electricity Installed Capacity (MW)","2014",78.00
"Eurasia","Other non-renewable energy","Electricity Installed Capacity (MW)","2015",99.00
"Eurasia","Other non-renewable energy","Electricity Installed Capacity (MW)","2016",139.00
"Eurasia","Other non-renewable energy","Electricity Installed Capacity (MW)","2017",170.03
"Eurasia","Other non-renewable energy","Electricity Installed Capacity (MW)","2018",231.40
"Eurasia","Other non-renewable energy","Electricity Installed Capacity (MW)","2019",387.00
"Eurasia","Other non-renewable energy","Electricity Installed Capacity (MW)","2020",405.30
"Eurasia","Other non-renewable energy","Electricity Installed Capacity (MW)","2021",468.09
"Eurasia","Other non-renewable energy","Electricity Installed Capacity (MW)","2022",493.58
"Eurasia","Other non-renewable energy","Electricity Installed Capacity (MW)","2023",493.58
"Eurasia","Other non-renewable energy","Electricity Installed Capacity (MW)","2024",493.58
"Eurasia","Other non-renewable energy","Electricity Generation (GWh)","2000",8440.00
"Eurasia","Other non-renewable energy","Electricity Generation (GWh)","2001",9043.00
"Eurasia","Other non-renewable energy","Electricity Generation (GWh)","2002",8861.00
"Eurasia","Other non-renewable energy","Electricity Generation (GWh)","2003",8495.00
"Eurasia","Other non-renewable energy","Electricity Generation (GWh)","2004",8825.00
"Eurasia","Other non-renewable energy","Electricity Generation (GWh)","2005",8847.00
"Eurasia","Other non-renewable energy","Electricity Generation (GWh)","2006",11812.00
"Eurasia","Other non-renewable energy","Electricity Generation (GWh)","2007",9616.00
"Eurasia","Other non-renewable energy","Electricity Generation (GWh)","2008",9368.00
"Eurasia","Other non-renewable energy","Electricity Generation (GWh)","2009",9585.00
"Eurasia","Other non-renewable energy","Electricity Generation (GWh)","2010",10107.00
"Eurasia","Other non-renewable energy","Electricity Generation (GWh)","2011",9988.00
"Eurasia","Other non-renewable energy","Electricity Generation (GWh)","2012",7147.00
"Eurasia","Other non-renewable energy","Electricity Generation (GWh)","2013",7667.00
"Eurasia","Other non-renewable energy","Electricity Generation (GWh)","2014",8074.00
"Eurasia","Other non-renewable energy","Electricity Generation (GWh)","2015",8308.00
"Eurasia","Other non-renewable energy","Electricity Generation (GWh)","2016",9686.00
"Eurasia","Other non-renewable energy","Electricity Generation (GWh)","2017",9879.40
"Eurasia","Other non-renewable energy","Electricity Generation (GWh)","2018",10264.51
"Eurasia","Other non-renewable energy","Electricity Generation (GWh)","2019",12798.97
"Eurasia","Other non-renewable energy","Electricity Generation (GWh)","2020",12775.35
"Eurasia","Other non-renewable energy","Electricity Generation (GWh)","2021",12809.81
"Eurasia","Other non-renewable energy","Electricity Generation (GWh)","2022",1379.46
"Eurasia","Other non-renewable energy","Electricity Generation (GWh)","2023",1406.13
"Eurasia","Other non-renewable energy","Electricity Generation (GWh)","2024",-
"Europe","Total renewable","Electricity Installed Capacity (MW)","2000",190728.71
"Europe","Total renewable","Electricity Installed Capacity (MW)","2001",196375.54
"Europe","Total renewable","Electricity Installed Capacity (MW)","2002",203561.24
"Europe","Total renewable","Electricity Installed Capacity (MW)","2003",211198.86
"Europe","Total renewable","Electricity Installed Capacity (MW)","2004",221046.15
"Europe","Total renewable","Electricity Installed Capacity (MW)","2005",233733.15
"Europe","Total renewable","Electricity Installed Capacity (MW)","2006",244601.13
"Europe","Total renewable","Electricity Installed Capacity (MW)","2007",256841.72
"Europe","Total renewable","Electricity Installed Capacity (MW)","2008",272969.92
"Europe","Total renewable","Electricity Installed Capacity (MW)","2009",295460.92
"Europe","Total renewable","Electricity Installed Capacity (MW)","2010",321798.58
"Europe","Total renewable","Electricity Installed Capacity (MW)","2011",360689.81
"Europe","Total renewable","Electricity Installed Capacity (MW)","2012",394654.26
"Europe","Total renewable","Electricity Installed Capacity (MW)","2013",418338.72
"Europe","Total renewable","Electricity Installed Capacity (MW)","2014",439076.84
"Europe","Total renewable","Electricity Installed Capacity (MW)","2015",464013.79
"Europe","Total renewable","Electricity Installed Capacity (MW)","2016",487316.40
"Europe","Total renewable","Electricity Installed Capacity (MW)","2017",511366.35
"Europe","Total renewable","Electricity Installed Capacity (MW)","2018",535542.54
"Europe","Total renewable","Electricity Installed Capacity (MW)","2019",572272.06
"Europe","Total renewable","Electricity Installed Capacity (MW)","2020",606089.00
"Europe","Total renewable","Electricity Installed Capacity (MW)","2021",647100.05
"Europe","Total renewable","Electricity Installed Capacity (MW)","2022",705185.68
"Europe","Total renewable","Electricity Installed Capacity (MW)","2023",778323.38
"Europe","Total renewable","Electricity Installed Capacity (MW)","2024",850244.59
"Europe","Total renewable","Electricity Generation (GWh)","2000",637027.40
"Europe","Total renewable","Electricity Generation (GWh)","2001",648786.00
"Europe","Total renewable","Electricity Generation (GWh)","2002",605099.84
"Europe","Total renewable","Electricity Generation (GWh)","2003",587826.83
"Europe","Total renewable","Electricity Generation (GWh)","2004",643304.43
"Europe","Total renewable","Electricity Generation (GWh)","2005",677166.80
"Europe","Total renewable","Electricity Generation (GWh)","2006",686405.25
"Europe","Total renewable","Electricity Generation (GWh)","2007",728958.15
"Europe","Total renewable","Electricity Generation (GWh)","2008",790088.36
"Europe","Total renewable","Electricity Generation (GWh)","2009",814720.87
"Europe","Total renewable","Electricity Generation (GWh)","2010",897997.16
"Europe","Total renewable","Electricity Generation (GWh)","2011",885474.57
"Europe","Total renewable","Electricity Generation (GWh)","2012",1004303.92
"Europe","Total renewable","Electricity Generation (GWh)","2013",1094469.80
"Europe","Total renewable","Electricity Generation (GWh)","2014",1135785.33
"Europe","Total renewable","Electricity Generation (GWh)","2015",1174077.29
"Europe","Total renewable","Electricity Generation (GWh)","2016",1195795.65
"Europe","Total renewable","Electricity Generation (GWh)","2017",1210841.39
"Europe","Total renewable","Electricity Generation (GWh)","2018",1298062.46
"Europe","Total renewable","Electricity Generation (GWh)","2019",1331212.98
"Europe","Total renewable","Electricity Generation (GWh)","2020",1450757.35
"Europe","Total renewable","Electricity Generation (GWh)","2021",1472187.67
"Europe","Total renewable","Electricity Generation (GWh)","2022",1460437.17
"Europe","Total renewable","Electricity Generation (GWh)","2023",1626354.61
"Europe","Total renewable","Electricity Generation (GWh)","2024",-
"Europe","Solar energy","Electricity Installed Capacity (MW)","2000",202.39
"Europe","Solar energy","Electricity Installed Capacity (MW)","2001",303.50
"Europe","Solar energy","Electricity Installed Capacity (MW)","2002",389.97
"Europe","Solar energy","Electricity Installed Capacity (MW)","2003",629.15
"Europe","Solar energy","Electricity Installed Capacity (MW)","2004",1342.19
"Europe","Solar energy","Electricity Installed Capacity (MW)","2005",2325.97
"Europe","Solar energy","Electricity Installed Capacity (MW)","2006",3290.14
"Europe","Solar energy","Electricity Installed Capacity (MW)","2007",5064.38
"Europe","Solar energy","Electricity Installed Capacity (MW)","2008",10544.13
"Europe","Solar energy","Electricity Installed Capacity (MW)","2009",17148.25
"Europe","Solar energy","Electricity Installed Capacity (MW)","2010",30724.08
"Europe","Solar energy","Electricity Installed Capacity (MW)","2011",54446.84
"Europe","Solar energy","Electricity Installed Capacity (MW)","2012",73118.00
"Europe","Solar energy","Electricity Installed Capacity (MW)","2013",83473.99
"Europe","Solar energy","Electricity Installed Capacity (MW)","2014",90238.12
"Europe","Solar energy","Electricity Installed Capacity (MW)","2015",98473.21
"Europe","Solar energy","Electricity Installed Capacity (MW)","2016",104798.11
"Europe","Solar energy","Electricity Installed Capacity (MW)","2017",110634.74
"Europe","Solar energy","Electricity Installed Capacity (MW)","2018",119561.56
"Europe","Solar energy","Electricity Installed Capacity (MW)","2019",139743.71
"Europe","Solar energy","Electricity Installed Capacity (MW)","2020",159760.93
"Europe","Solar energy","Electricity Installed Capacity (MW)","2021",186715.14
"Europe","Solar energy","Electricity Installed Capacity (MW)","2022",222699.44
"Europe","Solar energy","Electricity Installed Capacity (MW)","2023",279551.29
"Europe","Solar energy","Electricity Installed Capacity (MW)","2024",338607.37
"Europe","Solar energy","Electricity Generation (GWh)","2000",135.18
"Europe","Solar energy","Electricity Generation (GWh)","2001",206.74
"Europe","Solar energy","Electricity Generation (GWh)","2002",296.61
"Europe","Solar energy","Electricity Generation (GWh)","2003",449.82
"Europe","Solar energy","Electricity Generation (GWh)","2004",729.42
"Europe","Solar energy","Electricity Generation (GWh)","2005",1506.16
"Europe","Solar energy","Electricity Generation (GWh)","2006",2544.23
"Europe","Solar energy","Electricity Generation (GWh)","2007",3838.29
"Europe","Solar energy","Electricity Generation (GWh)","2008",7522.54
"Europe","Solar energy","Electricity Generation (GWh)","2009",14212.72
"Europe","Solar energy","Electricity Generation (GWh)","2010",23428.91
"Europe","Solar energy","Electricity Generation (GWh)","2011",47823.83
"Europe","Solar energy","Electricity Generation (GWh)","2012",72192.92
"Europe","Solar energy","Electricity Generation (GWh)","2013",87282.89
"Europe","Solar energy","Electricity Generation (GWh)","2014",100033.93
"Europe","Solar energy","Electricity Generation (GWh)","2015",110549.79
"Europe","Solar energy","Electricity Generation (GWh)","2016",113871.49
"Europe","Solar energy","Electricity Generation (GWh)","2017",122506.69
"Europe","Solar energy","Electricity Generation (GWh)","2018",129627.80
"Europe","Solar energy","Electricity Generation (GWh)","2019",142528.91
"Europe","Solar energy","Electricity Generation (GWh)","2020",167629.33
"Europe","Solar energy","Electricity Generation (GWh)","2021",187769.12
"Europe","Solar energy","Electricity Generation (GWh)","2022",236277.01
"Europe","Solar energy","Electricity Generation (GWh)","2023",280840.13
"Europe","Solar energy","Electricity Generation (GWh)","2024",-
"Europe","Wind energy","Electricity Installed Capacity (MW)","2000",12753.92
"Europe","Wind energy","Electricity Installed Capacity (MW)","2001",17393.93
"Europe","Wind energy","Electricity Installed Capacity (MW)","2002",23289.11
"Europe","Wind energy","Electricity Installed Capacity (MW)","2003",28152.95
"Europe","Wind energy","Electricity Installed Capacity (MW)","2004",34320.37
"Europe","Wind energy","Electricity Installed Capacity (MW)","2005",40684.29
"Europe","Wind energy","Electricity Installed Capacity (MW)","2006",47918.90
"Europe","Wind energy","Electricity Installed Capacity (MW)","2007",56340.81
"Europe","Wind energy","Electricity Installed Capacity (MW)","2008",64055.29
"Europe","Wind energy","Electricity Installed Capacity (MW)","2009",75804.54
"Europe","Wind energy","Electricity Installed Capacity (MW)","2010",84911.42
"Europe","Wind energy","Electricity Installed Capacity (MW)","2011",94711.44
"Europe","Wind energy","Electricity Installed Capacity (MW)","2012",107192.45
"Europe","Wind energy","Electricity Installed Capacity (MW)","2013",118173.80
"Europe","Wind energy","Electricity Installed Capacity (MW)","2014",130197.97
"Europe","Wind energy","Electricity Installed Capacity (MW)","2015",143014.46
"Europe","Wind energy","Electricity Installed Capacity (MW)","2016",155726.89
"Europe","Wind energy","Electricity Installed Capacity (MW)","2017",170616.07
"Europe","Wind energy","Electricity Installed Capacity (MW)","2018",181787.20
"Europe","Wind energy","Electricity Installed Capacity (MW)","2019",196109.69
"Europe","Wind energy","Electricity Installed Capacity (MW)","2020",207896.27
"Europe","Wind energy","Electricity Installed Capacity (MW)","2021",221505.79
"Europe","Wind energy","Electricity Installed Capacity (MW)","2022",240332.24
"Europe","Wind energy","Electricity Installed Capacity (MW)","2023",257239.35
"Europe","Wind energy","Electricity Installed Capacity (MW)","2024",270134.91
"Europe","Wind energy","Electricity Generation (GWh)","2000",22268.34
"Europe","Wind energy","Electricity Generation (GWh)","2001",26757.32
"Europe","Wind energy","Electricity Generation (GWh)","2002",36428.80
"Europe","Wind energy","Electricity Generation (GWh)","2003",44858.21
"Europe","Wind energy","Electricity Generation (GWh)","2004",59770.23
"Europe","Wind energy","Electricity Generation (GWh)","2005",71570.04
"Europe","Wind energy","Electricity Generation (GWh)","2006",83662.03
"Europe","Wind energy","Electricity Generation (GWh)","2007",106184.13
"Europe","Wind energy","Electricity Generation (GWh)","2008",121659.26
"Europe","Wind energy","Electricity Generation (GWh)","2009",135244.23
"Europe","Wind energy","Electricity Generation (GWh)","2010",151157.42
"Europe","Wind energy","Electricity Generation (GWh)","2011",182840.57
"Europe","Wind energy","Electricity Generation (GWh)","2012",209324.55
"Europe","Wind energy","Electricity Generation (GWh)","2013",240601.65
"Europe","Wind energy","Electricity Generation (GWh)","2014",258217.54
"Europe","Wind energy","Electricity Generation (GWh)","2015",307737.77
"Europe","Wind energy","Electricity Generation (GWh)","2016",307744.18
"Europe","Wind energy","Electricity Generation (GWh)","2017",367311.70
"Europe","Wind energy","Electricity Generation (GWh)","2018",383777.27
"Europe","Wind energy","Electricity Generation (GWh)","2019",440946.97
"Europe","Wind energy","Electricity Generation (GWh)","2020",489423.41
"Europe","Wind energy","Electricity Generation (GWh)","2021",469163.11
"Europe","Wind energy","Electricity Generation (GWh)","2022",520671.97
"Europe","Wind energy","Electricity Generation (GWh)","2023",578392.42
"Europe","Wind energy","Electricity Generation (GWh)","2024",-
"Europe","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2000",168630.87
"Europe","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2001",168605.88
"Europe","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2002",169159.69
"Europe","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2003",169914.69
"Europe","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2004",171382.07
"Europe","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2005",173400.45
"Europe","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2006",173846.61
"Europe","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2007",175527.20
"Europe","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2008",176869.10
"Europe","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2009",177820.58
"Europe","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2010",179321.82
"Europe","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2011",181109.32
"Europe","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2012",182374.61
"Europe","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2013",183396.37
"Europe","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2014",183626.15
"Europe","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2015",186049.03
"Europe","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2016",189295.64
"Europe","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2017",191124.74
"Europe","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2018",192271.86
"Europe","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2019",193202.28
"Europe","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2020",194727.20
"Europe","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2021",195539.74
"Europe","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2022",197984.44
"Europe","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2023",198306.97
"Europe","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2024",196170.19
"Europe","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2000",572843.05
"Europe","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2001",577714.28
"Europe","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2002",518635.38
"Europe","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2003",484574.61
"Europe","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2004",513726.50
"Europe","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2005",525076.31
"Europe","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2006",510787.71
"Europe","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2007",519425.49
"Europe","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2008",550918.47
"Europe","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2009",544934.84
"Europe","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2010",586887.34
"Europe","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2011",509219.66
"Europe","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2012",561415.03
"Europe","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2013",595251.42
"Europe","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2014",596242.91
"Europe","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2015",562626.60
"Europe","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2016",578250.95
"Europe","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2017",520357.39
"Europe","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2018",578137.12
"Europe","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2019",534130.30
"Europe","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2020",575402.85
"Europe","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2021",586781.79
"Europe","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2022",485348.64
"Europe","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2023",564630.23
"Europe","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2024",-
"Europe","Marine energy","Electricity Installed Capacity (MW)","2000",214.00
"Europe","Marine energy","Electricity Installed Capacity (MW)","2001",216.00
"Europe","Marine energy","Electricity Installed Capacity (MW)","2002",219.00
"Europe","Marine energy","Electricity Installed Capacity (MW)","2003",220.00
"Europe","Marine energy","Electricity Installed Capacity (MW)","2004",219.00
"Europe","Marine energy","Electricity Installed Capacity (MW)","2005",217.00
"Europe","Marine energy","Electricity Installed Capacity (MW)","2006",216.00
"Europe","Marine energy","Electricity Installed Capacity (MW)","2007",216.00
"Europe","Marine energy","Electricity Installed Capacity (MW)","2008",219.00
"Europe","Marine energy","Electricity Installed Capacity (MW)","2009",218.00
"Europe","Marine energy","Electricity Installed Capacity (MW)","2010",221.65
"Europe","Marine energy","Electricity Installed Capacity (MW)","2011",220.68
"Europe","Marine energy","Electricity Installed Capacity (MW)","2012",227.27
"Europe","Marine energy","Electricity Installed Capacity (MW)","2013",227.53
"Europe","Marine energy","Electricity Installed Capacity (MW)","2014",230.87
"Europe","Marine energy","Electricity Installed Capacity (MW)","2015",231.36
"Europe","Marine energy","Electricity Installed Capacity (MW)","2016",241.95
"Europe","Marine energy","Electricity Installed Capacity (MW)","2017",244.80
"Europe","Marine energy","Electricity Installed Capacity (MW)","2018",245.93
"Europe","Marine energy","Electricity Installed Capacity (MW)","2019",243.41
"Europe","Marine energy","Electricity Installed Capacity (MW)","2020",228.71
"Europe","Marine energy","Electricity Installed Capacity (MW)","2021",228.14
"Europe","Marine energy","Electricity Installed Capacity (MW)","2022",229.02
"Europe","Marine energy","Electricity Installed Capacity (MW)","2023",228.79
"Europe","Marine energy","Electricity Installed Capacity (MW)","2024",228.79
"Europe","Marine energy","Electricity Generation (GWh)","2000",507.31
"Europe","Marine energy","Electricity Generation (GWh)","2001",484.93
"Europe","Marine energy","Electricity Generation (GWh)","2002",494.43
"Europe","Marine energy","Electricity Generation (GWh)","2003",490.37
"Europe","Marine energy","Electricity Generation (GWh)","2004",470.18
"Europe","Marine energy","Electricity Generation (GWh)","2005",480.90
"Europe","Marine energy","Electricity Generation (GWh)","2006",464.27
"Europe","Marine energy","Electricity Generation (GWh)","2007",465.29
"Europe","Marine energy","Electricity Generation (GWh)","2008",465.12
"Europe","Marine energy","Electricity Generation (GWh)","2009",449.20
"Europe","Marine energy","Electricity Generation (GWh)","2010",478.60
"Europe","Marine energy","Electricity Generation (GWh)","2011",479.73
"Europe","Marine energy","Electricity Generation (GWh)","2012",463.54
"Europe","Marine energy","Electricity Generation (GWh)","2013",419.18
"Europe","Marine energy","Electricity Generation (GWh)","2014",483.32
"Europe","Marine energy","Electricity Generation (GWh)","2015",491.18
"Europe","Marine energy","Electricity Generation (GWh)","2016",521.06
"Europe","Marine energy","Electricity Generation (GWh)","2017",546.31
