"Electricity statistics by Region, Technology, Data Type and Year"

"Region","Technology","Data Type","Year",Electricity statistics
"World","Pumped storage","Electricity Installed Capacity (MW)","2009",96550.05
"World","Pumped storage","Electricity Installed Capacity (MW)","2010",100052.05
"World","Pumped storage","Electricity Installed Capacity (MW)","2011",103273.21
"World","Pumped storage","Electricity Installed Capacity (MW)","2012",105605.29
"World","Pumped storage","Electricity Installed Capacity (MW)","2013",107729.24
"World","Pumped storage","Electricity Installed Capacity (MW)","2014",109470.74
"World","Pumped storage","Electricity Installed Capacity (MW)","2015",111901.74
"World","Pumped storage","Electricity Installed Capacity (MW)","2016",116994.78
"World","Pumped storage","Electricity Installed Capacity (MW)","2017",119843.36
"World","Pumped storage","Electricity Installed Capacity (MW)","2018",120365.66
"World","Pumped storage","Electricity Installed Capacity (MW)","2019",120612.56
"World","Pumped storage","Electricity Installed Capacity (MW)","2020",122319.42
"World","Pumped storage","Electricity Installed Capacity (MW)","2021",127082.92
"World","Pumped storage","Electricity Installed Capacity (MW)","2022",136513.34
"World","Pumped storage","Electricity Installed Capacity (MW)","2023",141811.29
"World","Pumped storage","Electricity Installed Capacity (MW)","2024",150074.29
"World","Pumped storage","Electricity Generation (GWh)","2000",87909.91
"World","Pumped storage","Electricity Generation (GWh)","2001",87697.28
"World","Pumped storage","Electricity Generation (GWh)","2002",89309.43
"World","Pumped storage","Electricity Generation (GWh)","2003",89244.24
"World","Pumped storage","Electricity Generation (GWh)","2004",91000.74
"World","Pumped storage","Electricity Generation (GWh)","2005",93979.40
"World","Pumped storage","Electricity Generation (GWh)","2006",94249.19
"World","Pumped storage","Electricity Generation (GWh)","2007",97233.60
"World","Pumped storage","Electricity Generation (GWh)","2008",91983.40
"World","Pumped storage","Electricity Generation (GWh)","2009",89440.25
"World","Pumped storage","Electricity Generation (GWh)","2010",95405.14
"World","Pumped storage","Electricity Generation (GWh)","2011",90414.43
"World","Pumped storage","Electricity Generation (GWh)","2012",89051.20
"World","Pumped storage","Electricity Generation (GWh)","2013",88988.17
"World","Pumped storage","Electricity Generation (GWh)","2014",92254.35
"World","Pumped storage","Electricity Generation (GWh)","2015",94030.76
"World","Pumped storage","Electricity Generation (GWh)","2016",114411.12
"World","Pumped storage","Electricity Generation (GWh)","2017",121016.80
"World","Pumped storage","Electricity Generation (GWh)","2018",117467.25
"World","Pumped storage","Electricity Generation (GWh)","2019",114165.03
"World","Pumped storage","Electricity Generation (GWh)","2020",120133.60
"World","Pumped storage","Electricity Generation (GWh)","2021",124569.91
"World","Pumped storage","Electricity Generation (GWh)","2022",142061.69
"World","Pumped storage","Electricity Generation (GWh)","2023",147599.78
"World","Pumped storage","Electricity Generation (GWh)","2024",-
"World","Fossil fuels","Electricity Installed Capacity (MW)","2000",2262880.59
"World","Fossil fuels","Electricity Installed Capacity (MW)","2001",2332727.86
"World","Fossil fuels","Electricity Installed Capacity (MW)","2002",2433144.46
"World","Fossil fuels","Electricity Installed Capacity (MW)","2003",2554086.39
"World","Fossil fuels","Electricity Installed Capacity (MW)","2004",2637409.91
"World","Fossil fuels","Electricity Installed Capacity (MW)","2005",2734435.00
"World","Fossil fuels","Electricity Installed Capacity (MW)","2006",2869411.26
"World","Fossil fuels","Electricity Installed Capacity (MW)","2007",2993232.59
"World","Fossil fuels","Electricity Installed Capacity (MW)","2008",3096203.05
"World","Fossil fuels","Electricity Installed Capacity (MW)","2009",3211954.85
"World","Fossil fuels","Electricity Installed Capacity (MW)","2010",3358394.43
"World","Fossil fuels","Electricity Installed Capacity (MW)","2011",3480215.42
"World","Fossil fuels","Electricity Installed Capacity (MW)","2012",3596961.62
"World","Fossil fuels","Electricity Installed Capacity (MW)","2013",3703568.82
"World","Fossil fuels","Electricity Installed Capacity (MW)","2014",3807482.43
"World","Fossil fuels","Electricity Installed Capacity (MW)","2015",3907845.52
"World","Fossil fuels","Electricity Installed Capacity (MW)","2016",3998870.37
"World","Fossil fuels","Electricity Installed Capacity (MW)","2017",4088045.00
"World","Fossil fuels","Electricity Installed Capacity (MW)","2018",4218346.38
"World","Fossil fuels","Electricity Installed Capacity (MW)","2019",4270829.44
"World","Fossil fuels","Electricity Installed Capacity (MW)","2020",4338520.87
"World","Fossil fuels","Electricity Installed Capacity (MW)","2021",4391161.07
"World","Fossil fuels","Electricity Installed Capacity (MW)","2022",4439594.51
"World","Fossil fuels","Electricity Installed Capacity (MW)","2023",4503229.23
"World","Fossil fuels","Electricity Installed Capacity (MW)","2024",4548335.37
"World","Fossil fuels","Electricity Generation (GWh)","2000",9965337.64
"World","Fossil fuels","Electricity Generation (GWh)","2001",10077917.82
"World","Fossil fuels","Electricity Generation (GWh)","2002",10558822.29
"World","Fossil fuels","Electricity Generation (GWh)","2003",11142907.27
"World","Fossil fuels","Electricity Generation (GWh)","2004",11584536.11
"World","Fossil fuels","Electricity Generation (GWh)","2005",12148685.72
"World","Fossil fuels","Electricity Generation (GWh)","2006",12681251.44
"World","Fossil fuels","Electricity Generation (GWh)","2007",13466119.30
"World","Fossil fuels","Electricity Generation (GWh)","2008",13651621.40
"World","Fossil fuels","Electricity Generation (GWh)","2009",13461857.79
"World","Fossil fuels","Electricity Generation (GWh)","2010",14440585.93
"World","Fossil fuels","Electricity Generation (GWh)","2011",15122111.41
"World","Fossil fuels","Electricity Generation (GWh)","2012",15449002.24
"World","Fossil fuels","Electricity Generation (GWh)","2013",15798767.82
"World","Fossil fuels","Electricity Generation (GWh)","2014",15811866.69
"World","Fossil fuels","Electricity Generation (GWh)","2015",15975108.14
"World","Fossil fuels","Electricity Generation (GWh)","2016",16195752.87
"World","Fossil fuels","Electricity Generation (GWh)","2017",16599931.83
"World","Fossil fuels","Electricity Generation (GWh)","2018",17073782.65
"World","Fossil fuels","Electricity Generation (GWh)","2019",17041208.17
"World","Fossil fuels","Electricity Generation (GWh)","2020",16607660.83
"World","Fossil fuels","Electricity Generation (GWh)","2021",17429661.05
"World","Fossil fuels","Electricity Generation (GWh)","2022",17698937.97
"World","Fossil fuels","Electricity Generation (GWh)","2023",17875063.14
"World","Fossil fuels","Electricity Generation (GWh)","2024",-
"World","Nuclear","Electricity Installed Capacity (MW)","2000",358461.50
"World","Nuclear","Electricity Installed Capacity (MW)","2001",360322.50
"World","Nuclear","Electricity Installed Capacity (MW)","2002",366680.50
"World","Nuclear","Electricity Installed Capacity (MW)","2003",366526.50
"World","Nuclear","Electricity Installed Capacity (MW)","2004",373804.50
"World","Nuclear","Electricity Installed Capacity (MW)","2005",377973.50
"World","Nuclear","Electricity Installed Capacity (MW)","2006",378598.50
"World","Nuclear","Electricity Installed Capacity (MW)","2007",379782.50
"World","Nuclear","Electricity Installed Capacity (MW)","2008",378601.70
"World","Nuclear","Electricity Installed Capacity (MW)","2009",379947.70
"World","Nuclear","Electricity Installed Capacity (MW)","2010",381693.50
"World","Nuclear","Electricity Installed Capacity (MW)","2011",386417.50
"World","Nuclear","Electricity Installed Capacity (MW)","2012",378876.70
"World","Nuclear","Electricity Installed Capacity (MW)","2013",376876.50
"World","Nuclear","Electricity Installed Capacity (MW)","2014",384746.50
"World","Nuclear","Electricity Installed Capacity (MW)","2015",390232.50
"World","Nuclear","Electricity Installed Capacity (MW)","2016",399060.50
"World","Nuclear","Electricity Installed Capacity (MW)","2017",398758.61
"World","Nuclear","Electricity Installed Capacity (MW)","2018",404019.69
"World","Nuclear","Electricity Installed Capacity (MW)","2019",401304.79
"World","Nuclear","Electricity Installed Capacity (MW)","2020",396027.39
"World","Nuclear","Electricity Installed Capacity (MW)","2021",399162.89
"World","Nuclear","Electricity Installed Capacity (MW)","2022",397800.39
"World","Nuclear","Electricity Installed Capacity (MW)","2023",397506.69
"World","Nuclear","Electricity Installed Capacity (MW)","2024",400308.49
"World","Nuclear","Electricity Generation (GWh)","2000",2588111.26
"World","Nuclear","Electricity Generation (GWh)","2001",2636315.59
"World","Nuclear","Electricity Generation (GWh)","2002",2661408.66
"World","Nuclear","Electricity Generation (GWh)","2003",2637711.64
"World","Nuclear","Electricity Generation (GWh)","2004",2740962.25
"World","Nuclear","Electricity Generation (GWh)","2005",2769058.10
"World","Nuclear","Electricity Generation (GWh)","2006",2791900.56
"World","Nuclear","Electricity Generation (GWh)","2007",2720120.59
"World","Nuclear","Electricity Generation (GWh)","2008",2734723.22
"World","Nuclear","Electricity Generation (GWh)","2009",2692627.33
"World","Nuclear","Electricity Generation (GWh)","2010",2750407.92
"World","Nuclear","Electricity Generation (GWh)","2011",2576728.78
"World","Nuclear","Electricity Generation (GWh)","2012",2460229.60
"World","Nuclear","Electricity Generation (GWh)","2013",2476945.64
"World","Nuclear","Electricity Generation (GWh)","2014",2533390.30
"World","Nuclear","Electricity Generation (GWh)","2015",2569723.70
"World","Nuclear","Electricity Generation (GWh)","2016",2605681.71
"World","Nuclear","Electricity Generation (GWh)","2017",2633425.55
"World","Nuclear","Electricity Generation (GWh)","2018",2708701.82
"World","Nuclear","Electricity Generation (GWh)","2019",2780488.64
"World","Nuclear","Electricity Generation (GWh)","2020",2678922.19
"World","Nuclear","Electricity Generation (GWh)","2021",2798890.59
"World","Nuclear","Electricity Generation (GWh)","2022",2678841.33
"World","Nuclear","Electricity Generation (GWh)","2023",2738520.35
"World","Nuclear","Electricity Generation (GWh)","2024",-
"World","Other non-renewable energy","Electricity Installed Capacity (MW)","2000",5724.16
"World","Other non-renewable energy","Electricity Installed Capacity (MW)","2001",5981.53
"World","Other non-renewable energy","Electricity Installed Capacity (MW)","2002",6457.69
"World","Other non-renewable energy","Electricity Installed Capacity (MW)","2003",7275.18
"World","Other non-renewable energy","Electricity Installed Capacity (MW)","2004",7445.88
"World","Other non-renewable energy","Electricity Installed Capacity (MW)","2005",8391.44
"World","Other non-renewable energy","Electricity Installed Capacity (MW)","2006",8932.42
"World","Other non-renewable energy","Electricity Installed Capacity (MW)","2007",8854.19
"World","Other non-renewable energy","Electricity Installed Capacity (MW)","2008",9096.94
"World","Other non-renewable energy","Electricity Installed Capacity (MW)","2009",9550.96
"World","Other non-renewable energy","Electricity Installed Capacity (MW)","2010",11042.52
"World","Other non-renewable energy","Electricity Installed Capacity (MW)","2011",11548.90
"World","Other non-renewable energy","Electricity Installed Capacity (MW)","2012",12889.93
"World","Other non-renewable energy","Electricity Installed Capacity (MW)","2013",14249.06
"World","Other non-renewable energy","Electricity Installed Capacity (MW)","2014",14967.52
"World","Other non-renewable energy","Electricity Installed Capacity (MW)","2015",15000.78
"World","Other non-renewable energy","Electricity Installed Capacity (MW)","2016",16091.83
"World","Other non-renewable energy","Electricity Installed Capacity (MW)","2017",17974.36
"World","Other non-renewable energy","Electricity Installed Capacity (MW)","2018",22192.39
"World","Other non-renewable energy","Electricity Installed Capacity (MW)","2019",24826.02
"World","Other non-renewable energy","Electricity Installed Capacity (MW)","2020",26305.39
"World","Other non-renewable energy","Electricity Installed Capacity (MW)","2021",29959.07
"World","Other non-renewable energy","Electricity Installed Capacity (MW)","2022",48016.58
